PONumber,PODate,LineNum,LineType,VendorAcct,SupplierPartNum,ItemCode,Description,NumOrdered,ExpReceiveDate,NumReceived,DateReceived,NumBO,BOExpReceiveDate,POCost,Amount,TaxableAmt,TaxFlag,PurchUnitShipWgt,PurchUnitShipCubes,TotalShipWgt,TotalShipCubes,Carrier,StockUnit,PurchUnit,PurchStockMult,StockQtyOrdered,StockQtyReceived,StockQtyBO,PurchCostUnit,PurchCostMult,CostRoundCtrl,StockUnitCost,StockUnitLandedCost,SpecialOrderFlag,SpecialOrderNum,SpecialOrderCustAcct,SpecialOrderCustName,HazMatFlag,HazMatCode,OneTimeCostFlag,,
209304,12/18/2015,1,I,AMSAN100,REN02018-CS,REN02018,"20"" BLACK STRIP PAD 5/CS",1,,1,12/21/2015,0,,13.95,13.95,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,13.95,13.95,N,,,,N,,N,,
209304,12/18/2015,2,I,AMSAN100,HD-ECI9-2JRT-CS,ECI9-2JRT,"9"" 2-PLY JR JUMBO TISSUE 12/CS",10,,10,12/21/2015,0,,15.99,159.9,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,15.99,15.99,N,,,,N,,N,,
209304,12/18/2015,3,I,AMSAN100,TYCVLR4348-200B,TYCVLR4348-200B,43X48 2.0 ML 100/CS BLK,1,,1,12/21/2015,0,,29.56,29.56,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,29.56,29.56,N,,,,N,,N,,
209305,12/18/2015,1,I,ACHEM100,1060T-CS,CS16H,"2""X55 YD TAN HOT MELT 36/CS",180,,180,1/6/2016,0,,15.84,2851.2,0,N,0,0,0,0,Best Way,CS,CS,1,180,180,0,CS,1,4,15.84,15.84,N,,,,N,,N,,
209306,12/21/2015,1,I,LADPRO,LP-ML33NC-CS,3540A,3X3 2MIL ZIPLOCK BAG(1000),2,,2,12/23/2015,0,,5.11,10.22,0,N,0,0,0,0,UPS,CS,CS,1,2,2,0,CS,1,4,5.11,5.11,N,,,,N,,N,,
209306,12/21/2015,2,I,LADPRO,LP-ML44NC-CS,3560A,4X4 2MIL ZIPLOCK BAG(1000),2,,2,12/23/2015,0,,7.07,14.14,0,N,0,0,0,0,UPS,CS,CS,1,2,2,0,CS,1,4,7.07,7.07,N,,,,N,,N,,
209307,12/21/2015,1,I,AMSAN100,REN06310-CS,ECI500,TOILET TISSUE 96/500 SHEETS,15,,15,12/22/2015,0,,30.98,464.7,0,N,0,0,0,0,Best Way,CS,CS,1,15,15,0,CS,1,4,30.98,30.98,N,,,,N,,N,,
209304,12/18/2015,4,I,AMSAN100,APP15504,APP15504,32 GALLON GRAY CONTAINER,12,,12,12/21/2015,0,,19.71,236.52,0,N,0,0,0,0,Best Way,EACH,EACH,1,12,12,0,EACH,1,4,19.71,19.71,N,,,,N,,N,,
209307,12/21/2015,2,I,AMSAN100,HD-REN07109-MS,REN07109-MS,LAVENDER ALL PURPOSE 4/1,1,,1,12/22/2015,0,,28.8,28.8,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,28.8,28.8,N,,,,N,,N,,
209307,12/21/2015,3,I,AMSAN100,CF-303710CLR-BX,TYCVLH3037-16N,30X37 NATURAL 16MIC 20-30GL,2,,2,12/22/2015,0,,15.6,31.2,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,15.6,15.6,N,,,,N,,N,,
209307,12/21/2015,4,I,AMSAN100,REN65416-CS,TYCVLR4048-150B,40X48 BLACK LINER 1.5MIL 100/C,4,,4,12/22/2015,0,,21.8,87.2,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,21.8,21.8,N,,,,N,,N,,
209307,12/21/2015,5,I,AMSAN100,CF-4046 1.2-CS,REN24543-CA,40 X 46 1.2 MIL CLEAR CANLINER,10,,10,12/22/2015,0,,23.97,239.7,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,23.97,23.97,N,,,,N,,N,,
209307,12/21/2015,6,I,AMSAN100,HD-REN24512-CS,REN24512-CA,40X46 .74 MIL 100/CA WHITE,2,,0,12/22/2015,2,,14.25,0,0,N,0,0,0,0,Best Way,CS,CS,1,2,0,2,CS,1,4,14.25,14.25,N,,,,N,,N,,
209307,12/21/2015,7,I,AMSAN100,HD-ECIK-800-6-CS,ECIK-800-6,BROWN ROLL TOWEL 8X800,10,,10,12/22/2015,0,,17.3,173,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,17.3,17.3,N,,,,N,,N,,
209307,12/21/2015,8,I,AMSAN100,CF-4348-150B-CS,TYCVLR4348-150B,43X48 1.5ML 100/CS BLK,2,,2,12/22/2015,0,,23,46,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,23,23,N,,,,N,,N,,
209307,12/21/2015,9,I,AMSAN100,KCC-04142-CS,KCC04142,"8""X800' NATURAL ROLL TOWEL(12)",2,,2,12/22/2015,0,,49.59,99.18,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,49.59,49.59,N,,,,N,,N,,
209307,12/21/2015,10,I,AMSAN100,TYCVLH3860-14N,TYCVLH3860-14N,38X60 14 MIC 200/CS NAT,4,,4,12/22/2015,0,,19.66,78.64,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,19.66,19.66,N,,,,N,,N,,
209307,12/21/2015,11,I,AMSAN100,HD-REN02017-CS,REN02017,"19"" BLACK STRIP PAD   5/CS",2,,2,12/22/2015,0,,14.25,28.5,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,14.25,14.25,N,,,,N,,N,,
209307,12/21/2015,12,I,AMSAN100,HD-REN02801-CS,REN02801-MS,DEGREASER 4/1GAL,1,,1,12/22/2015,0,,28.84,28.84,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,28.84,28.84,N,,,,N,,N,,
209307,12/21/2015,13,I,AMSAN100,REN03801,REN03801,TOILET SEAT COVERS(5000),2,,2,12/22/2015,0,,28.13,56.26,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,28.13,28.13,N,,,,N,,N,,
209307,12/21/2015,14,I,AMSAN100,HD-REN07108-MS,REN07108-MS,LAVENDER MULTI PURPOSE 12QTS,2,,2,12/22/2015,0,,31.8,63.6,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,31.8,31.8,N,,,,N,,N,,
209308,12/21/2015,1,I,LABMAS,LM-Z-EZ8-BNDL,Z-EZ8,FLAMMABLE GAS 2 VINYL PLACARDS,200,,200,12/28/2015,0,,0.3,60,0,N,0,0,0,0,BEST WAY,EA,EA,1,200,200,0,EA,1,4,0.3,0.383,N,,,,N,,N,,
209308,12/21/2015,2,I,LABMAS,LM-LQMR-BNDL,LQMR,LIMITED QUANTITY PLACARD(REMO),100,,100,12/28/2015,0,,0.692,69.2,0,N,0,0,0,0,BEST WAY,EACH,EACH,1,100,100,0,EACH,1,4,0.692,0.692,N,,,,N,,N,,
209308,12/21/2015,3,I,LABMAS,EZ-19,EZ-19,MISC 9 REMOVABLE PLACARD,200,,200,12/28/2015,0,,0.3,60,0,N,0,0,0,0,BEST WAY,Each,Each,1,200,200,0,Each,1,4,0.3,0.3,N,,,,N,,N,,
209280,12/14/2015,8,I,INTTAP,HD-AT-RG300-1-CS,RG300.41,24MM X60YD FILAMENT TAPE 36/CS,3,,3,1/14/2016,0,,65.52,196.56,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,65.52,65.52,N,,,,N,,N,,
209280,12/14/2015,9,I,INTTAP,IT-300-3X110-CS,G8155,72MM X 100M CLEAR CARTON TAPE,2,,2,1/14/2016,0,,48.72,97.44,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,48.72,48.72,N,,,,N,,N,,
209298,12/16/2015,4,I,TRADE100,TX-PS18B-CS,PS18B,"18"" BLUE POLY SLEEVES 10/100",5,,0,12/28/2015,5,,23,0,0,N,0,0,0,0,Best Way,CS,CS,1,5,0,5,CS,1,4,23,23,N,,,,N,,N,,
209298,12/16/2015,5,I,TRADE100,TX-VXL5201-CS,VXL5201,XL VINYL CLEAR POWDER FREE,15,,15,12/28/2015,0,,20.75,311.25,0,N,0,0.74,0,11.1,Best Way,CS,CS,1,15,15,0,CS,1,4,20.75,20.75,N,,,,N,,N,,
209309,12/21/2015,1,I,GOOWRA,WP-SBF05-CS,PVT5/080,STRETCH FILM 80GAX1000'(12RL),3,,3,1/5/2016,0,,35.04,105.12,0,N,24,0,72,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,35.04,35.04,N,,,,N,,N,,
209309,12/21/2015,2,I,GOOWRA,WP-SBF06-CS,P120512M,STRETCH FILM 120GAX1000'(12RL),5,,5,1/5/2016,0,,54.72,273.6,0,N,32,0,160,0,BEST WAY,CS,CS,1,5,5,0,CS,1,4,54.72,61.5,N,,,,N,,N,,
209310,12/21/2015,1,I,LAGASS,BRU-20236-EA,BRU-20236,"36"" BLACK TAMPICO FIBRE BROOM",2,,2,12/30/2015,0,,19.55,39.1,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,19.55,19.58,N,,,,N,,N,,
209310,12/21/2015,2,I,LAGASS,CLO-78952-CS,CLO-70313,30 GL DRAWSTRING TRASH BAG(90),5,,5,12/30/2015,0,,17.15,85.75,0,N,0,0,0,0,BEST WAY,CS,CS,1,5,5,0,CS,1,4,17.15,17.15,N,,,,N,,N,,
209310,12/21/2015,3,I,LAGASS,ID-DAWN-CS,PGC-45112,DAWN DISHWASHING LIQUID 8/38OZ,2,,2,12/30/2015,0,,31.92,63.84,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,31.92,31.92,N,,,,N,,N,,
209311,12/21/2015,1,I,AMSAN100,HD-REN03801-CS,REN03801,SEAT COVERS HALF FOLD 5000/CS,10,,10,12/22/2015,0,,28.13,281.3,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,28.13,28.13,N,,,,N,,N,,
209312,12/22/2015,1,I,STRPRO,SF-800EP-EA,111204,"STRETCH FILM DISPENSER 12""-18""",2,,2,12/22/2015,0,,42.84,85.68,0,N,0,0,0,0,Best Way,EA,EA,1,2,2,0,EA,1,4,42.84,42.84,N,,,,N,,N,,
209313,12/22/2015,1,I,SOUPAP,GNP-1014WH-CS,68050,"GENPAK 13-7/8 X10 X 1.25"" WHT",5,,2,12/23/2015,3,,17.2,34.4,0,N,0,0,0,0,Best Way,CS,CS,1,5,2,3,CS,1,4,17.2,17.2,N,,,,N,,N,,
209313,12/22/2015,2,I,SOUPAP,SP-174002-CS,174002,PK6SC CLEAR 6 OZ DELI CONT,6,,6,12/23/2015,0,,26.26,157.56,0,N,0,0,0,0,Best Way,CS,CS,1,6,6,0,CS,1,4,26.26,26.26,N,,,,N,,N,,
209313,12/22/2015,3,I,SOUPAP,SP-LKC409/174026,26300,PPLID RECESSED DELI LID  10/50,6,,6,12/23/2015,0,,15.31,91.86,0,N,0,0,0,0,Best Way,CS,CS,1,6,6,0,CS,1,4,15.31,15.31,N,,,,N,,N,,
209313,12/22/2015,4,I,SOUPAP,SF-M633524-CS,44107,FOOD TRAYS 6-7/8 X 9-1/8 #300,15,,15,12/23/2015,0,,32.73,490.95,0,N,0,0,0,0,Best Way,CS,CS,1,15,15,0,CS,1,4,32.73,32.73,N,,,,N,,N,,
209313,12/22/2015,5,I,SOUPAP,BOX-48X40-EA,681052,CORRUGATED SHEETS,600,,600,12/23/2015,0,,0.63,378,0,N,0,0,0,0,Best Way,EA,EA,1,600,600,0,EA,1,4,0.63,0.63,N,,,,N,,N,,
209313,12/22/2015,6,I,SOUPAP,ID-GNP-SN270-CS,64080,13x10x3 FOOD CONTAINER 200/CS,2,,0,12/23/2015,2,,63.25,0,0,N,0,0,0,0,Best Way,CS,CS,1,2,0,2,CS,1,4,63.25,63.25,N,,,,N,,N,,
209313,12/22/2015,7,I,SOUPAP,SP-JUMBOSACK-CS,125195,"18X8X32 ""THANK YOU"" T-SACK",4,,4,12/23/2015,0,,24.57,98.28,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,24.57,24.57,N,,,,N,,N,,
209314,12/22/2015,1,I,DADEP100,D-337000-BX,337000,TSHIRT RAGS 10LB BOX,1,,1,12/23/2015,0,,12.89,12.89,0,N,0,0,0,0,Best Way,BX,BX,1,1,1,0,BX,1,4,12.89,12.89,N,,,,N,,N,,
209314,12/22/2015,2,I,DADEP100,GOJ-7280-04-CS,L05232,GOJO 2000ML FOOD INDUSTRY,2,,2,12/23/2015,0,,58.64,117.28,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,58.64,58.64,N,,,,N,,N,,
209314,12/22/2015,3,I,DADEP100,SCC-378HJZJ-CS,83027,8OZ ENVY HOT CUP W/HANDLE(1000,1,,0,12/23/2015,1,,66.82,0,0,N,0,0,0,0,Best Way,CS,CS,1,1,0,1,CS,1,4,66.82,66.82,N,,,,N,,N,,
209314,12/22/2015,4,I,DADEP100,ID-20J16-CS,81182,20OZ WHITE FOAM CUP(16SL),7,,7,12/23/2015,0,,20.46,143.22,0,N,0,0,0,0,Best Way,CS,CS,1,7,7,0,CS,1,4,20.46,20.46,N,,,,N,,N,,
209314,12/22/2015,5,I,DADEP100,ID-16SL-CS,81173,STRAW SLOTTED TRANS LID(16J16),3,,3,12/23/2015,0,,13.58,40.74,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,13.58,13.58,N,,,,N,,N,,
209314,12/22/2015,6,I,DADEP100,ID-32TJ32-CS,82210,32OZ WHITE FOAM CUP(32SL),3,,3,12/23/2015,0,,31.8,95.4,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,31.8,31.8,N,,,,N,,N,,
209314,12/22/2015,7,I,DADEP100,ID-SCA-HK1975-CS,349036,"SCA 9"" X11"" 2-PLY NAT TORK",7,,7,12/23/2015,0,,26.41,184.87,0,N,0,0,0,0,Best Way,CS,CS,1,7,7,0,CS,1,4,26.41,26.41,N,,,,N,,N,,
209314,12/22/2015,8,I,DADEP100,ID-75007180-CS,148998,LARGE GLOVE DISP CASE(4x500),2,,2,12/23/2015,0,,9.44,18.88,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,9.44,9.44,N,,,,N,,N,,
209314,12/22/2015,9,I,DADEP100,ID-N010A-CS,184006,MARCAL BEVERAGE NAPKINS 8/500,7,,7,12/23/2015,0,,11.38,79.66,0,N,0,0,0,0,Best Way,CS,CS,1,7,7,0,CS,1,4,11.38,11.38,N,,,,N,,N,,
209315,12/22/2015,1,I,AMSAN100,ID-VBLH243110-CS,TYCVLR2433-100B,24x33 1MIL BLACK CANLINER(250),6,,6,12/23/2015,0,,16.51,99.06,0,N,0,0,0,0,Best Way,CS,CS,1,6,6,0,CS,1,4,16.51,16.51,N,,,,N,,N,,
209315,12/22/2015,2,I,AMSAN100,HD-ECI9-2JRT-CS,ECI9-2JRT,"9"" 2-PLY JR JUMBO TISSUE 12/CS",10,,10,12/23/2015,0,,15.99,159.9,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,15.99,15.99,N,,,,N,,N,,
209315,12/22/2015,3,I,AMSAN100,REN06310-CS,ECI500,TOILET TISSUE 96/500 SHEETS,10,,10,12/23/2015,0,,30.98,309.8,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,30.98,30.98,N,,,,N,,N,,
209315,12/22/2015,4,I,AMSAN100,HD-REN02319-CS,2319,5x24 COTTON DUST MOPHEAD,4,,4,12/23/2015,0,,3.88,15.52,0,N,0,0,0,0,Best Way,EA,EA,1,4,4,0,EA,1,4,3.88,3.88,N,,,,N,,N,,
209289,12/16/2015,1,D,AMSAN100,,,DID YOU SEE THIS PO,,,,,,,,,,,,,0,0,,,,1,,,,,1,4,,,N,,,,N,,N,,
209289,12/16/2015,2,D,AMSAN100,,,I STILL HAVE IT OPEN,,,,,,,,,,,,,0,0,,,,1,,,,,1,4,,,N,,,,N,,N,,
209289,12/16/2015,3,D,AMSAN100,,,PLEASE CHECK@@@@@@@@@@@@,,,,,,,,,,,,,0,0,,,,1,,,,,1,4,,,N,,,,N,,N,,
209315,12/22/2015,5,I,AMSAN100,HD-HOSHS-6141-CS,6141,WAXED SANITARY NAPKIN 250-CS,1,,1,12/23/2015,0,,16.39,16.39,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,16.39,16.39,N,,,,N,,N,,
209316,12/22/2015,1,I,AMSAN100,HD-REN02903-MS,REN02903-MS,CITRUS DISINF CLEANER 4/1,2,,2,12/23/2015,0,,22.64,45.28,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,22.64,22.64,N,,,,N,,N,,
209316,12/22/2015,2,I,AMSAN100,REN02849-MS,REN02849-MS,MINT DISINFECTANT CLNR 4/1GAL,2,,2,12/23/2015,0,,26.04,52.08,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,26.04,26.04,N,,,,N,,N,,
209314,12/22/2015,10,I,DADEP100,DP-BAG GW6-500,16305,#6 WHITE GROCERY SO BAG(500),5,,5,12/23/2015,0,,11.07,55.35,0,N,0,0,0,0,Best Way,BN,BN,1,5,5,0,BN,1,4,11.07,11.07,N,,,,N,,N,,
209314,12/22/2015,11,I,DADEP100,ID-9PWCR-CS,287514,"9"" FOAM PLATE 500/CS",5,,5,12/23/2015,0,,15.5,77.5,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,15.5,15.5,N,,,,N,,N,,
209314,12/22/2015,12,I,DADEP100,ID-6PWCR-CS,287510,"6"" FOAM PLATE 1000/CS",2,,2,12/23/2015,0,,15.1,30.2,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,15.1,15.1,N,,,,N,,N,,
209314,12/22/2015,13,I,DADEP100,GNP-20010V-CS,235058,"GENPAK 9.25""X9.25""X3"" 1COMP",7,,7,12/23/2015,0,,17.85,124.95,0,N,0,0,0,0,Best Way,CS,CS,1,7,7,0,CS,1,4,17.85,17.85,N,,,,N,,N,,
209307-1,12/21/2015,1,I,AMSAN100,HD-REN24512-CS,REN24512-CA,40X46 .74 MIL 100/CA WHITE,2,,2,12/23/2015,0,,14.25,28.5,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,14.25,14.25,N,,,,N,,N,,
209279-2,12/11/2015,1,I,DADEP100,ID-VBPCP2B-CS,PC200B,PC200B 2oz BLK SOUFFLE CUPS-CS,9,,5,1/15/2016,4,,32.62,163.1,0,N,0,0,0,0,Best Way,CS,CS,1,9,5,4,CS,1,4,32.62,32.62,N,,,,N,,N,,
209289-1,12/16/2015,1,I,AMSAN100,HD-3860-200B-CS,TYCVLR3860-200B,38X60 2.0MIL 100/CS BLACK,4,,4,12/28/2015,0,,31.97,127.88,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,31.97,31.97,N,,,,N,,N,,
209289-1,12/16/2015,2,I,AMSAN100,HD-ECIK-800-6-CS,ECIK-800-6,BROWN ROLL TOWEL 8X800,4,,0,12/28/2015,4,,17.3,0,0,N,0,0,0,0,Best Way,CS,CS,1,4,0,4,CS,1,4,17.3,17.3,N,,,,N,,N,,
209313-1,12/22/2015,1,I,SOUPAP,GNP-1014WH-CS,68050,"GENPAK 13-7/8 X10 X 1.25"" WHT",3,,3,1/13/2016,0,,17.2,51.6,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,17.2,17.2,N,,,,N,,N,,
209313-1,12/22/2015,2,I,SOUPAP,ID-GNP-SN270-CS,64080,13x10x3 FOOD CONTAINER 200/CS,2,,2,1/13/2016,0,,63.25,126.5,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,63.25,63.25,N,,,,N,,N,,
209314-1,12/22/2015,1,I,DADEP100,SCC-378HJZJ-CS,83027,8OZ ENVY HOT CUP W/HANDLE(1000,1,,1,1/13/2016,0,,66.82,66.82,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,66.82,66.82,N,,,,N,,N,,
209317,12/28/2015,1,I,AMSAN100,ECIMTF-4000MFK,ECIMTF-4000MFK,BROWN MULTIFOLD TOWEL PK 4000,5,,5,12/29/2015,0,,13.35,66.75,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,13.35,13.35,N,,,,N,,N,,
209260,12/7/2015,1,D,STOROP,,,revised^^^^^^^^^^^^^^^^^^^^,,,,,,,,,,,,,0,0,,,,1,,,,,1,4,,,N,,,,N,,N,,
209260,12/7/2015,8,I,STOROP,ST-518921-EA,518921,20CU FT LOOSE FILL,10,,10,12/29/2015,0,,13.27,132.7,0,N,0,0,0,0,BEST WAY,BG,BG,1,10,10,0,BG,1,4,13.27,13.27,N,,,,N,,N,,
209317,12/28/2015,2,I,AMSAN100,HD-ECIK-800-6-CS,ECIK-800-6,BROWN ROLL TOWEL 8X800,40,,18,12/29/2015,22,,17.3,311.4,0,N,0,0,0,0,Best Way,CS,CS,1,40,18,22,CS,1,4,17.3,17.3,N,,,,N,,N,,
209317,12/28/2015,3,I,AMSAN100,HD-ECIEX-4000MFB,ECIEX-4000MFB,MULTIFOLD TOWEL WHITE 4000/CS,15,,15,12/29/2015,0,,17.64,264.6,0,N,0,0,0,0,Best Way,CS,CS,1,15,15,0,CS,1,4,17.64,17.64,N,,,,N,,N,,
209317,12/28/2015,4,I,AMSAN100,CF-3860-150B-CS,TYCVLR3860-150B,38X60 1.5 MIL 100/CS BLK,10,,5,12/29/2015,5,,24.9,124.5,0,N,0,0,0,0,Best Way,CS,CS,1,10,5,5,CS,1,4,24.9,24.9,N,,,,N,,N,,
209317,12/28/2015,5,I,AMSAN100,HD-ECIB-800-6-CS,ECIB-800-6,ROLL TOWEL WHITE 8X8006/CS,15,,15,12/29/2015,0,,21.54,323.1,0,N,0,0,0,0,Best Way,CS,CS,1,15,15,0,CS,1,4,21.54,21.54,N,,,,N,,N,,
209318,12/28/2015,1,I,POSPAP,ID-1300-165-CS,19021B,"3""X165' 1-PLY BOND PAPER 50/CS",2,,2,12/29/2015,0,,21.95,43.9,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,21.95,21.95,N,,,,N,,N,,
209318,12/28/2015,2,I,POSPAP,ID-7313-230-CS,19000DT,"3-1/8 X 230"" THERMAL PAPER",2,,2,12/29/2015,0,,44.6,89.2,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,44.6,44.6,N,,,,N,,N,,
209310,12/21/2015,4,I,LAGASS,ID-CM02024S-EA,CM2024S,#24 4-PLY COTTON MOPHEAD,4,,4,12/30/2015,0,,26.7,106.8,0,N,0,0,0,0,BEST WAY,EA,CS,12,48,48,0,CS,1,4,2.225,2.225,N,,,,N,,N,,
209310,12/21/2015,5,I,LAGASS,ID-VBFDSP,201970HFA,STEAMTABLE PAN FULL DEEP(50),8,,8,12/30/2015,0,,33.84,270.72,0,N,0,0,0,0,BEST WAY,CS,CS,1,8,8,0,CS,1,4,33.84,33.84,N,,,,N,,N,,
209310,12/21/2015,6,I,LAGASS,REC-04650-CS,REC-04650,LYSOL ORIGINAL DISINFECTANT(12,2,,2,12/30/2015,0,,62.59,125.18,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,62.59,62.715,N,,,,N,,N,,
209310,12/21/2015,7,I,LAGASS,UNS-824C-EA,UNS-824C,LOOP&BAND 24OZ COTTON SCREW,2,,1,12/30/2015,1,,81.16,81.16,0,N,0,0,0,0,BEST WAY,EA,CS,12,24,12,12,CS,1,4,6.7633,6.7733,N,,,,N,,N,,
209310,12/21/2015,8,S,LAGASS,,RCP 2664,RCP-2664 BEIGE LID,1,,1,12/30/2015,0,,48.89,48.89,0,N,0,0,0,0,BEST WAY,EA,EA,1,1,1,0,EA,1,4,48.89,48.89,Y,134976,357500,SUGAR N' SPICE,N,,N,,
209310,12/21/2015,9,I,LAGASS,SMP-13005-CS,SMP-13005,SIMPLE GREEN CONCENTRATE,1,,1,12/30/2015,0,,53.93,53.93,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,53.93,53.93,N,,,,N,,N,,
209310,12/21/2015,10,I,LAGASS,GOJ-5361-02-CS,GOJ 5361-02,GOJO TFX FOAM N WASH SOAP,6,,6,12/30/2015,0,,33.9,203.4,0,N,0,0,0,0,BEST WAY,CS,CS,1,6,6,0,CS,1,4,33.9,33.9,N,,,,N,,N,,
209310,12/21/2015,11,I,LAGASS,ID-02621-CS,PGC 02621,MR CLEAN FINISHED FLOOR CLEANE,2,,2,12/30/2015,0,,36.72,73.44,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,36.72,36.72,N,,,,N,,N,,
209310,12/21/2015,12,I,LAGASS,ID-DAWN5-CS,PGC 02611,P&G 5GAL DAWN DISH DETERGENT,2,,2,12/30/2015,0,,58.13,116.26,0,N,0,0,0,0,BEST WAY,PL,PL,1,2,2,0,PL,1,4,58.13,58.13,N,,,,N,,N,,
209310,12/21/2015,13,I,LAGASS,ID-VBHDSP-CS,32140HFA,1/2 SIZE DEEP STEAMTABLE (100),2,,2,12/30/2015,0,,23.76,47.52,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,23.76,23.81,N,,,,N,,N,,
209310,12/21/2015,14,I,LAGASS,ID-VBHLF-CS,HFA 204930,LID ALUMINUM STEAMTABL 1/2(100,1,,1,12/30/2015,0,,16.6,16.6,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,16.6,16.6,N,,,,N,,N,,
209310,12/21/2015,15,I,LAGASS,ID-VBFSL-CS,205045HFA,LID ALUMINUM STEAMTABLE FULL,4,,4,12/30/2015,0,,20.13,80.52,0,N,0,0,0,0,BEST WAY,CS,CS,1,4,4,0,CS,1,4,20.13,20.13,N,,,,N,,N,,
209310,12/21/2015,16,I,LAGASS,HFA-402070-CS,402070HFA,STEAMTABLE PAN FULL MEDIUM(50),2,,1,12/30/2015,1,,29.1,29.1,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,1,1,CS,1,4,29.1,29.1,N,,,,N,,N,,
209322,12/29/2015,1,I,SOUPAP,ID-BA10-CS,54094,"10"" BAMBOO SKEWERS 10/100",5,,1,12/30/2015,4,,7.13,7.13,0,N,0,0,0,0,Best Way,CS,CS,1,5,1,4,CS,1,4,7.13,7.13,N,,,,N,,N,,
209322,12/29/2015,2,I,SOUPAP,ID-1029WHT-CS,248104,19X14X4.5  1/2 SHT CAKE BOX,7,,7,12/30/2015,0,,24.97,174.79,0,N,0,0,0,0,Best Way,CS,CS,1,7,7,0,CS,1,4,24.97,24.97,N,,,,N,,N,,
209322,12/29/2015,3,I,SOUPAP,ID-973BOX-CS,159332,10X10X4 LC BAKERY BOX 100/CS,4,,4,12/30/2015,0,,22.25,89,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,22.25,22.25,N,,,,N,,N,,
209322,12/29/2015,4,I,SOUPAP,EP-10G-128030-CS,125087,12X8X30  POLY BAG 1.0 MIL  500,7,,7,12/30/2015,0,,38.21,267.47,0,N,0,0,0,0,Best Way,CS,CS,1,7,7,0,CS,1,4,38.21,38.21,N,,,,N,,N,,
