ItemCode,ItemDescription,ItemExtendedDescription,ItemType,WHCode,WHDescription,StockUnit,BinNumber,ReorderPoint,LinePoint,ReorderQty,StockLevel,ShippedStock,ReceivedStock,StockOnHand,ReservedStock,StockAvailable,ItemAveUnitCost,StockValue,OnOrderFlag,OnOrderDate,OnOrderPONumber,OnOrderQty,OnOrderUnitCost,OnOrderExpectDate,OnOrderVendorAcct,OnOrderVendorName,TotalOnOrderQty,LastReceiveDate,LastReceivePONumber,FirstSaleDate,LastSaleDate,ReorderInfoCalcFlag,WHAveDayUsage,TransferInfoCalcFlag,TransferPoint,TransferQty,ItemID,WHID,VendorID,
ID-F00177-CS,VB GUM REMOVER BUBBLE BUSTER,AERO 6.5OZ 12/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,1,0,0,1,1,0,36.45,36.45,N,,,0,0,,0,(No Supplier Assigned),0,2/18/2026,215991,9/17/2025,9/17/2025,Y,0,N,0,0,112517,1,10306,
ID-409-CS,TUMBLER OLD FASHIONED CLR 9 OZ,500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,42.31,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112519,1,10306,
ID-PTC09D92-CS,VB CUP COLD 9 OZ SQUAT PET,92 SERIES CLR 20/50 1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,1,-1,51.59,0,N,,,0,0,,0,(No Supplier Assigned),0,2/11/2026,215986,2/18/2026,2/18/2026,Y,0.0056,N,0,0,112520,1,10306,
ID-VBHDSPLT-CS,VB PAN ALUM 1/2 SIZE STEAMTABL,DEEP CHAFING 100/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,34.34,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112522,1,10306,
ID-VB9RD-CS,"VB ALUM FOOD 9"" SLVR ROUND",HE 9X1.62 500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,72.82,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112524,1,10306,
ID-VB25SOBS-CS,VB BAG PAPER #25 SQUAT KFT,500/BD,I,*MAIN,Main Warehouse,BD,,0,0,0,2,0,0,2,0,2,32.41,64.82,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112525,1,10306,
ID-OC15948-CS,CLOROX WIPES LEMON SCENT,6/75/CS,I,*MAIN,Main Warehouse,CS,,0,0,4.332,6,0,0,6,0,6,38.64,231.84,Y,9/4/2025,215764,2,35.35,,DADEP100,DADE PAPER,2,11/21/2025,215881,8/7/2025,11/17/2025,Y,0.0667,N,0,0,112526,1,10306,
ID-2WHFM-CS,TRAY MEAT WHT 2 FOAM DEEP,"5.75""X8.25""X1""",I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,24.32,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112527,1,10306,
ID-16SFM-CS,TRAT MEAT WHT 16S FOAM,"7.38""X12.38""X.63"" 250/CS",I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,29.52,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112528,1,10306,
ID-10SFM-CS,TRAY MEAT WHT 10S FOAM,"5.88""X10.75""X.63"" 500/CS",I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,30.71,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112529,1,10306,
ID-4SFM-CS,TRAY MEAT WHT 4S FOAM,"7.25""X9.25""X.63"" 500/CS",I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,32.72,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112530,1,10306,
ID-MT2D01SG-CS,MEAT TRAY #2D DEEP RECT BLK HC,300/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,39.62,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112531,1,10306,
ID-17SFMCR-CS,MEAT TRAY WHT 17S FOAM,"8.5""X9.25""X1.31"" 1000/CS",I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,39.19,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112532,1,10306,
ID-4WHFM-CS,TRAY MEAT WHT 4P FOAM,"6.75""X9.25""X1.31"" 500/CS",I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,36.93,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112533,1,10306,
ID-G00046-CS,VB POWDER LAUNDRY DETERGENT,50LB CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,42.48,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112537,1,10306,
ID-D00017-CS,VB BANNER LIQ ENZYME,BIO CULTURE 12Q/12/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,52.77,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112539,1,10306,
ID-D00195-CS,VB BANNER LIQ ENZYMES,BIO CULTURES 4/1GAL/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,53.16,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112540,1,10306,
ID-62323PFXL-CS,VB GLOVES LATEX XL IVORY GP,PF FOOD CONTACT 10/100/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,35.74,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112542,1,10306,
ID-62323PFL-CS,VB GLOVES LATEX LG IVORY GP,PF FOOD CONTACT 10/100/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,0,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112543,1,10306,
ID-62323PFM-CS,VB GLOVES LATEX MED IVORY GP,PF FOOD CONTACT 10/100/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,35.74,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112544,1,10306,
ID-62323PFS-CS,VB GLOVES LATEX SM IVORY GP,PF FOOD CONTACT 10/100/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,35.74,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112545,1,10306,
ID-VBG1NXLL-CS,VB GLOVES NITRILE XL BLUE GP,PF FOODCONTACT 3.5 MIL 1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,29.53,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112546,1,10306,
ID-VBG1NLL-CS,VB GLOVES NITRILE LG BLUE GP,PF FOOD CONTACT 3.5MIL 1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,29.53,0,N,,,0,0,,0,(No Supplier Assigned),0,6/13/2025,215639,,,Y,0,N,0,0,112547,1,10306,
ID-VBG1NML-CS,VB GLOVES NITRILE MED BLUE GP,PF FOOD CONTACT 3.5MIL 1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,29.53,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112548,1,10306,
ID-VBG1NSL-CS,VB GLOVES NITRILE SM BLUE GP,PF FOOD CONTACT 3.5MIL 1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,29.53,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112549,1,10306,
ID-VBPP16CUP-CS,VB CUP COLD PP CLEAR 16OZ,98MM 20/50/1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,2,0,0,2,0,2,58.78,117.56,N,,,0,0,,0,(No Supplier Assigned),0,5/29/2025,215608,,,Y,0,N,0,0,112550,1,10306,
ID-100975198-CS,CLEANER SURFACE GLASS GLANCE,RTDMLT NON-AMMONIATED 1.5L2CS,I,*MAIN,Main Warehouse,CS,,0,0,0,2,0,0,2,0,2,75.29,150.58,N,,,0,0,,0,(No Supplier Assigned),0,1/20/2026,215954,,,Y,0,N,0,0,112552,1,10306,
ID-VBCLT2-CS,VB 2oz PORTION CUP CLEAR,NO PFAS ADD PP 2500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,20.12,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112553,1,10306,
ID-8063-CS,FOOD TRAY #300 3LB,ECOSTONE 500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,4,0,0,4,0,4,34.24,136.96,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112555,1,10306,
ID-VBFT3RP-CS,VB TRAY FOOD 3LB RED/WHT PLAID,PAPER 500/CS WHITE,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,21.42,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112556,1,10306,
ID-59100VB-CS,"VB 9""X10.75""  FOIL SHEET",6/500/3000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,64.74,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112557,1,10306,
ID-FUERTETY-CS,1/6 THANK YOU T-SAK WHT,11.5X6.5X20  11.5 MIC 900/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,18.34,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112559,1,10306,
MS-9626-EA,SPARTAN ONE-PUMP 1 OZ,DETERGENT DISPENSER,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,42.12,0,N,,,0,0,,0,(No Supplier Assigned),0,,,6/16/2025,6/16/2025,Y,0,N,0,0,112561,1,10250,
10255400,40X48 2 MIL BLACK CANLINER,15/5RL,I,*MAIN,Main Warehouse,Each,,0,0,0,15,0,0,15,0,15,28.57,428.55,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112562,1,0,
ID-00109-CS,VB LIQ CREAM CLEANSER,12QT/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,40.26,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112564,1,10306,
ID-00125-CS,VB FURNITURE POLISH LEMON,AERO 19 OZ 12/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0.8333,0,0,0.8333,0,0.8333,49.48,41.23,N,,,0,0,,0,(No Supplier Assigned),0,11/6/2025,215855,11/10/2025,2/3/2026,Y,0.0009,N,0,0,112565,1,10306,
IDF-00024-CS,VB GLASS CLEANER AERO 19 OZ,12/CS,I,*MAIN,Main Warehouse,CS,,0,0,1.167,2,0,0,2,2,0,36.85,73.7,N,,,0,0,,0,(No Supplier Assigned),0,3/11/2026,216041,6/18/2025,4/7/2026,Y,0.0278,N,0,0,112566,1,10306,
ID-82074-KIT,SWIFFER DUSTER 360 W/EXT,HANDLE KIT 3/DSTR 6/CS,I,*MAIN,Main Warehouse,KIT,,0,0,0,0,0,0,0,0,0,51.26,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112568,1,10306,
ID-6100731-CS,SANITIZING WASH N WALK,FLOOR CLEANER 2.5GAL/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,118.83,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112569,1,10306,
ID-F98HCF-CS,VB LID CUP COLD FLAT STRAWSLOT,98 MM SEIES 20/50,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,30.83,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112570,1,10306,
ID-7003/5-CS,CLOTHESLINE FRESH 3 LAUNDRY PL,DETERGENT 5GAL,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,73.81,0,N,,,0,0,,0,(No Supplier Assigned),0,6/2/2025,215623,7/11/2025,7/11/2025,Y,0,N,0,0,112572,1,10306,
ID-VB2PLYDN-CS,VB DINNER NAPKIN 15X17 1/8,FOLD 3M/CS VIRGIN,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,35.85,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112573,1,10306,
BB-173318-EA,"18"" MICROFIBER MOP PAD WET",BLUE,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,2.48,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112578,1,10683,
ID-PP12CUP-CS,VB CUP COLD 12 OZ SQUAT PP CLR,90 MM SERIES 20/50,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,51.02,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112579,1,10306,
ID-PP5CUP-CS,VB CUP COLD TRANS PP 5 OZ,SOFT PLASTIC 2500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,49.46,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112580,1,10306,
BP-3066-CS,30X6X6 CORRUGATED BOX,,I,*MAIN,Main Warehouse,Each,,6.2505,2.0835,8.334,100,0,0,100,0,100,1.026,102.6,N,,,0,0,,0,(No Supplier Assigned),0,5/29/2025,215610,7/2/2025,7/2/2025,Y,0,N,0,0,112581,1,10067,
ID-L05439-CS,VB FOAM HAND SOAP 4/1GAL,,I,*MAIN,Main Warehouse,CS,,0,0,1.167,6,0,0,6,0,6,38.29,229.74,Y,11/26/2025,215894,6,38.29,,DADEP100,DADE PAPER,6,12/1/2025,215890,9/4/2025,1/13/2026,Y,0.0556,N,0,0,112582,1,10306,
NP-40462MIL-CS,40X46 2MIL BLACK CANLINER,,I,*MAIN,Main Warehouse,CS,,0,0,0,49,0,0,49,0,49,26.74,1310.26,N,,,0,0,,0,(No Supplier Assigned),0,7/10/2025,215627,3/4/2026,3/4/2026,Y,0.0056,N,0,0,112583,1,10682,
DP-1966719-EA,BAG JANITOR CARS YELLOW VINYL,24 GALLON,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,76.64,0,N,,,0,0,,0,(No Supplier Assigned),0,6/3/2025,215629,6/3/2025,6/3/2025,Y,0,N,0,0,112584,1,10306,
ID-LIVITOWEL800,LIVI ROLL TOWEL WHITE,6RL/CS,I,*MAIN,Main Warehouse,CS,,0,0,16.332,10,0,0,10,0,10,41.91,419.1,N,,,0,0,,0,(No Supplier Assigned),0,3/23/2026,216045,7/7/2025,1/5/2026,Y,0.2222,N,0,0,112585,1,10306,
ID-248-CS,GREEN HERITAGE BATH TISSUE,2PLY 4X3.1 WHITE 96/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,33.64,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112588,1,10306,
ID-10257200-EA,RUBBERMAID MOP BUCKET W/,RINGER BLUE 35 QUART,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,81.5,0,N,,,0,0,,0,(No Supplier Assigned),0,6/25/2025,215658,6/18/2025,8/1/2025,Y,0,N,0,0,112589,1,10306,
ID-10257300-EA,RUBBERMAID MOP BUCKET W/,RINGER 35QT YELLOW,I,*MAIN,Main Warehouse,Each,,0,0,0,1,0,0,1,0,1,81.5,81.5,N,,,0,0,,0,(No Supplier Assigned),0,3/23/2026,216051,6/18/2025,3/26/2026,Y,0.0111,N,0,0,112590,1,10306,
ID-KP97RD-EA,3 QT BUCKET RED SANITIZING,SOLUTION,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,4.97,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112591,1,10306,
ID-VBDLWH98-CS,VB CLEAR DOME LID WIDE HOLE,1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,42.31,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112594,1,10306,
ID-P001-CS,"VB 6""PLATE PULP RND ECO WHITE",NO PFAS ADDED 1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,35.8,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112595,1,10306,
ID-FC12-CS,VB 12oz BOWL RND PULP WHITE,COMPOSTABLE 1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,3,0,0,3,0,3,67.73,203.19,N,,,0,0,,0,(No Supplier Assigned),0,9/22/2025,215789,6/10/2025,6/10/2025,Y,0,N,0,0,112596,1,10306,
ID-VB32PB-CS,VB 32 oz BOWL NAT RND PULP,300/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,67.02,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112597,1,10306,
ID-VBLIDPET-CS,VB 24-32-48oz PLASTIC BOWL,300/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,72.54,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112598,1,10306,
ID-334504-CS,NON-ALCOHOL HAND SANITIZER,,I,*MAIN,Main Warehouse,CS,,0,0,0,2,0,0,2,0,2,81.8,163.6,N,,,0,0,,0,(No Supplier Assigned),0,6/13/2025,215643,,,Y,0,N,0,0,112600,1,10306,
ID-79604-CS,HAND SANITIZER 70% GEL 4/1 GAL,BETCO,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,65.17,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112601,1,10306,
ID-F00008-CS,VB ALCOHOL GLASS CLEANER,4/1GAL,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,28.78,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112604,1,10306,
ID-35525-CS,WHITE T-SHIRT RAGS 25LB/CS,,I,*MAIN,Main Warehouse,CS,,0,0,1.668,0,0,0,0,0,0,57.61,0,N,,,0,0,,0,(No Supplier Assigned),0,6/25/2025,215658,8/7/2025,8/7/2025,Y,0,N,0,0,112605,1,10306,
BOX-T905400-CS,72MM X 110M CLEAR TAPE,#400 ACRYLIC 24/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,2,0,0,2,0,2,81.7,163.4,N,,,0,0,,0,(No Supplier Assigned),0,7/1/2025,215668,,,Y,0,N,0,0,112606,1,10067,
ID-881203-CS,GOJO ADX-12 HANDWASH FOAM,PLUM 1250ML ANTIBAC 3/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,54.63,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112607,1,10306,
ID-8816-03-CS,GOJO ADX-12 HANDWASH FOAM,BOTANICAL 1250ML 3/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,49.89,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112608,1,10306,
RT-20120CM-CS,"20"" 120GA X 3500 CAST MACHINE",STRETCH FILM 3500',I,*MAIN,Main Warehouse,CS,,0,0,3.333,20,0,0,20,0,20,40.35,807,Y,4/17/2026,216089,100,40.35,,WESPLA,WESTERN PLASTICS,100,3/31/2026,216064,9/25/2025,4/1/2026,Y,0.4444,N,0,0,112611,1,10679,
RT-1880CH-CS,"18"" x 80GA x 1500 CAST STRETCH",FILM 4/CS,I,*MAIN,Main Warehouse,CS,,0,0,12.666,-11,0,0,-11,0,-11,42.6367,-469,Y,12/18/2025,215927,48,43.75,,REDTO100,REDTOP PACKAGING,48,9/12/2025,215769,6/25/2025,4/16/2026,Y,0.3167,N,0,0,112613,1,10679,
RT-2080CM-EA,"20"" 80GA x 5000' CAST MACHINE",STRETCH FILM,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,40.95,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112614,1,10679,
ID-15705-CS,BOUNTY SELECT-A-SIZE KITCHEN,TOWEL 5.9X11 82/RL 12/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,1,0,0,1,0,1,26.9,26.9,N,,,0,0,,0,(No Supplier Assigned),0,6/23/2025,215652,11/10/2025,11/10/2025,Y,0.0056,N,0,0,112616,1,10306,
IP-PB41518-CS,15X18 4MIL POLY BAGS,500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,2,0,0,2,0,2,97.02,194.04,N,,,0,0,,0,(No Supplier Assigned),0,7/1/2025,215653,8/7/2025,8/7/2025,Y,0,N,0,0,112619,1,10634,
IP-AB20304-RL,3X4 2MIL POLY BAGS,3000/RL,I,*MAIN,Main Warehouse,RL,,0,0,0,3,0,0,3,0,3,29.37,88.11,N,,,0,0,,0,(No Supplier Assigned),0,7/1/2025,215653,8/7/2025,8/7/2025,Y,0,N,0,0,112621,1,10634,
IP-AB40507-CS,5X7 4MIL POLY BAGS,1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,3,0,0,3,0,3,38.72,116.16,N,,,0,0,,0,(No Supplier Assigned),0,7/1/2025,215653,8/7/2025,8/7/2025,Y,0,N,0,0,112622,1,10634,
SS-40-NIDT-8-OR,XL NITRILE 8MIL DMND ORG GLOVE,1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,5,0,0,5,0,5,77,385,N,,,0,0,,0,(No Supplier Assigned),0,6/19/2025,215621,,,Y,0,N,0,0,112623,1,10675,
ID-24J16-CS,CUP WHITE FOAM 24 OZ DART,500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,42.01,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112626,1,10306,
ID-VB98LSP-CS,VB 6X9 PAD SOURING LIGHT DUTY,20/CS,I,*MAIN,Main Warehouse,CS,,0,0,7.332,9,0,0,9,4,5,5.27,47.43,N,,,0,0,,0,(No Supplier Assigned),0,4/9/2026,216072,7/7/2025,4/14/2026,Y,0.4333,N,0,0,112627,1,10306,
BOX-USA304-RL,2X2 MADE IN USA LABEL,,I,*MAIN,Main Warehouse,RL,,0,0,0,0,0,0,0,0,0,11.05,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,N,0,N,0,0,112630,1,10067,
BOX-DL2156-RL,2X3 THIS SIDE UP FRAGILE LABEL,,I,*MAIN,Main Warehouse,RL,,0.084,0,0,1,0,0,1,0,1,17.55,17.55,N,,,0,0,,0,(No Supplier Assigned),0,8/11/2025,215718,8/1/2025,8/14/2025,N,0,N,0,0,112632,1,10067,
BOX1255-EA,CORRUGATED BOX 12X5X5,,I,*MAIN,Main Warehouse,EA,,0,0,0,0,0,0,0,0,0,0.3875,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,N,0,N,0,0,112634,1,10067,
BOX-FW116S36P-BD,"1/16"" 36"" X 1250' P12"" FOAM",ROLL 2/BD,I,*MAIN,Main Warehouse,BD,,0.042,0,0,0.5,0,0,0.5,0,0.5,291.65,145.83,N,,,0,0,,0,(No Supplier Assigned),0,7/1/2025,215668,6/27/2025,12/16/2025,N,0,N,0,0,112636,1,10067,
ID-416308-CS,PURELL HAND SANITIZER GREEN,1000ML 8/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,99.99,0,N,,,0,0,,0,(No Supplier Assigned),0,10/22/2025,215833,6/27/2025,10/22/2025,N,0.0056,N,0,0,112637,1,10306,
BP-9151400-CS,"TL 1"" X 60Y 6MIL STRAPPING",TAPE M180# 36/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,114.38,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,N,0,N,0,0,112638,1,10067,
BP-964-EA,9x6x4 ECT-32 SINGLE WALL,CORRUGATED BOX 25/BND,I,*MAIN,Main Warehouse,EA,,91.6665,0,0,1850,50,0,1800,0,1800,0.3354,620.49,N,,,0,0,,0,(No Supplier Assigned),0,4/10/2026,216078,7/16/2025,4/10/2026,N,8.0556,N,0,0,112639,1,10067,
BP-12128DW-EA,12x12x8 ECT-48 DOUBLE WALL,CORRUGATED BOX 15/BND,I,*MAIN,Main Warehouse,Each,,95.8335,0,0,150,135,0,15,-10,25,1.4569,218.54,N,,,0,0,,0,(No Supplier Assigned),0,4/10/2026,216078,7/16/2025,4/10/2026,N,9.7778,N,0,0,112640,1,10067,
BP-181212DW-EA,18x12x12 ECT-48 DOUBLE WALL,CORRUGATED BOX 15/BND,I,*MAIN,Main Warehouse,Each,,33.333,0,0,550,105,0,445,-5,450,1.9052,1047.86,N,,,0,0,,0,(No Supplier Assigned),0,4/10/2026,216078,7/23/2025,4/10/2026,N,4.8889,N,0,0,112641,1,10067,
BP-242412DW-EA,24x24x12 ECT-48 DOUBLE WALL,CORRUGATED 10/BND,I,*MAIN,Main Warehouse,Each,,8.334,0,0,255,0,0,255,0,255,4.7618,1214.26,N,,,0,0,,0,(No Supplier Assigned),0,4/10/2026,216078,9/8/2025,4/10/2026,N,1.2778,N,0,0,112642,1,10067,
ID-ACSM9524-EA,5X24 DUST MOP FRAME,,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,5.54,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,N,0,N,0,0,112645,1,10306,
ID-F00084-CS,VB LAVENDER ALL PURP CLEANER,4/1GAL,I,*MAIN,Main Warehouse,CS,,0,0,0,3,0,0,3,1,2,24.52,73.56,N,,,0,0,,0,(No Supplier Assigned),0,4/10/2026,216079,2/3/2026,4/9/2026,N,0.0167,N,0,0,112647,1,10306,
ID-VBUB6704B-CS,MANGO URINAL SCREEN,10/BX,I,*MAIN,Main Warehouse,CS,,0,0,0,11,0,0,11,0,11,17.16,188.76,Y,11/19/2025,215880-2,1,17.16,,DADEP100,DADE PAPER,1,3/17/2026,216044,7/21/2025,3/26/2026,N,0.2,N,0,0,112648,1,10306,
ID-BOTTLE32-EA,BOTTLE PLASTIC 32 OZ,,I,*MAIN,Main Warehouse,Each,,0,0,0,28,24,0,4,0,4,1.06,29.68,N,,,0,0,,0,(No Supplier Assigned),0,3/20/2026,216054,1/7/2026,4/10/2026,N,0.4,N,0,0,112649,1,10306,
ID-101BK-CS,VB STIRRER BLK 5IN PP,UNWRAPPED HOLLOW 10/1000,I,*MAIN,Main Warehouse,CS,,0,0,0,16,0,0,16,0,16,17.66,282.56,N,,,0,0,,0,(No Supplier Assigned),0,3/30/2026,216059,7/11/2025,3/17/2026,N,0.0056,N,0,0,112650,1,10306,
LD-4220A-CS,6X9 4MIL ZIPPER BAG HANG HOLE,1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,43.65,0,N,,,0,0,,0,(No Supplier Assigned),0,7/10/2025,215666,,,N,0,N,0,0,112651,1,10136,
LD-4230A-CS,9X12 4MIL ZIPPER BAG HANG HOLE,1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,5,0,0,5,0,5,82.82,414.1,N,,,0,0,,0,(No Supplier Assigned),0,7/10/2025,215666,,,N,0,N,0,0,112652,1,10136,
