ItemCode,ItemDescription,ItemExtendedDescription,ItemType,WHCode,WHDescription,StockUnit,BinNumber,ReorderPoint,LinePoint,ReorderQty,StockLevel,ShippedStock,ReceivedStock,StockOnHand,ReservedStock,StockAvailable,ItemAveUnitCost,StockValue,OnOrderFlag,OnOrderDate,OnOrderPONumber,OnOrderQty,OnOrderUnitCost,OnOrderExpectDate,OnOrderVendorAcct,OnOrderVendorName,TotalOnOrderQty,LastReceiveDate,LastReceivePONumber,FirstSaleDate,LastSaleDate,ReorderInfoCalcFlag,WHAveDayUsage,TransferInfoCalcFlag,TransferPoint,TransferQty,ItemID,WHID,VendorID,
ID-057700-BX,"MARCAL 12""X12"" RED/WHT CHECK",DELI PAPER 2/1000/CS,I,*MAIN,Main Warehouse,BX,7,0,0,0.514,11,0,0,11,0,11,9.99,109.89,N,,,0,0,,0,(No Supplier Assigned),0,3/5/2026,216029,6/11/2010,4/15/2026,Y,0.0833,N,0,0,109629,1,10306,
ID-315080-BX,"5"" RED/WHITE COFFEE STIRRERS",10/100/BX,I,*MAIN,Main Warehouse,BX,,0,0,1.0668,-4,0,0,-4,0,-4,2.053,-8.21,N,,,0,0,,0,(No Supplier Assigned),0,6/28/2024,215149,6/3/2010,4/7/2026,Y,0.0667,N,0,0,109637,1,10306,
ID-32AJ20H-CS,DART 32oz PEDESTAL FOAM CUP,HORIZON DESIGN 16/25,I,*MAIN,Main Warehouse,CS,2,3,3,8,5,0,0,5,0,5,68.34,341.7,N,,,0,0,,0,(No Supplier Assigned),0,4/17/2026,216084,6/3/2010,10/20/2023,N,0,N,0,0,109638,1,10306,
ID-5B20-CS,5OZ WHITE FOAM BOWL,1000/CS DART,I,*MAIN,Main Warehouse,CS,2,2,2,8,0,0,0,0,0,0,42.01,0,Y,10/23/2025,215838,2,42.01,,RJSCH100,RJ SCHINNER,3,1/22/2026,215963,6/3/2010,4/7/2026,N,0.05,N,0,0,109641,1,10306,
LC-1FGPA0859-CS,"15""x15"" 45# FREEZER PAPER",SHEET 500/CS,I,*MAIN,Main Warehouse,CS,5,289.9988,57.9998,270.6655,315,0,0,315,55,260,18.38,5789.7,Y,3/5/2025,215483,200,16.21,,LITTLE,"LITTLE AND CO., INC.",200,4/9/2026,216077,7/6/2010,4/14/2026,Y,7.4056,N,0,0,109645,1,10272,
PEALWH2846,"POLY APRON 2MIL WHITE 28""x46""",10/100/CS,I,*MAIN,Main Warehouse,CS,F,0,0,5.888,15,0,0,15,1,14,44.7642,671.46,Y,3/10/2026,216039-1,30,46.51,,SANEC100,SANECK SAFETY,30,3/13/2026,216039,6/15/2010,4/14/2026,Y,0.2389,N,0,0,109655,1,10675,
DP-ERC38BR-BX,EPSON CARTRIDGE RIBBON,BLACK/RED  6/BX,I,*MAIN,Main Warehouse,BX,7,0.275,0.275,2.1385,4,0,0,4,0,4,7.71,30.84,N,,,0,0,,0,(No Supplier Assigned),0,3/28/2024,215009,6/3/2010,9/25/2025,Y,0,N,0,0,109660,1,10306,
DP-2300-90-CS,"F3""X95' WHITE/CANARY 2-PLY",PAPER 50 ROLLS/CS,I,*MAIN,Main Warehouse,CS,7,0,0,4,0,0,0,0,0,0,54.02,0,N,,,0,0,,0,(No Supplier Assigned),0,12/16/2025,215918,6/3/2010,3/18/2026,Y,0.0222,N,0,0,109662,1,10306,
ID-7313-230-CS,"3-1/8 X 230"" THERMAL PAPER",50 ROLLS/CS,I,*MAIN,Main Warehouse,CS,7,0.8159,0.1499,1.1655,2,0,0,2,0,2,66.115,132.23,Y,11/26/2025,215894,2,68.23,,DADEP100,DADE PAPER,2,12/1/2025,215890,6/4/2010,3/11/2026,Y,0.0167,N,0,0,109663,1,10278,
ID-1300-165-CS,"3""X165' 1-PLY BOND PAPER 50/CS",,I,*MAIN,Main Warehouse,CS,7,1.333,1,6,1,0,0,1,0,1,37.36,37.36,Y,11/26/2025,215894,2,37.36,,DADEP100,DADE PAPER,2,3/31/2026,216065,6/3/2010,3/31/2026,Y,0.0278,N,0,0,109664,1,10278,
LC-1FG-PL2221-CS,"16.375"" X 24.35 PAN LINER",QUILLON 1000/CS,I,*MAIN,Main Warehouse,CS,5,194.79,38.958,181.804,237,0,0,237,25,212,39.92,9461.04,Y,2/26/2026,216021,130,39.92,,LITTLE,"LITTLE AND CO., INC.",130,4/9/2026,216077,6/8/2010,4/15/2026,Y,5.2556,N,0,0,109668,1,10272,
ID-BOR5280-CS,52x80 CLEAR BUN RACK COVER,.65MIL 50/CS,I,*MAIN,Main Warehouse,CS,5,0,0,6.556,9,0,0,9,2,7,22.25,200.25,N,,,0,0,,0,(No Supplier Assigned),0,3/31/2026,216065,6/9/2010,4/14/2026,Y,0.3056,N,0,0,109672,1,10306,
ID-PINKSUDS-CS,VIC BAY PINK RAINBOW DISH,DETERGENT #209800-41 4/1GL,I,*MAIN,Main Warehouse,CS,3,0,0,1.4165,1,0,0,1,2,-1,27.43,27.43,Y,8/14/2025,215744,5,27.43,,DADEP100,DADE PAPER,5,3/24/2026,216058,6/15/2010,4/14/2026,Y,0.2833,N,0,0,109687,1,10306,
ID-QUIKSTRIKE-CN,QUIK STRIKE BUG BAIT 5lb,,I,*MAIN,Main Warehouse,CN,4,0,0,1,10,0,0,10,0,10,34.02,340.2,N,,,0,0,,0,(No Supplier Assigned),0,7/23/2021,213526,6/16/2010,9/25/2025,Y,0,N,0,0,109691,1,10306,
US-30NVC1216-CS,12X16 LAMINATED POLY-NYLON,VACUUM POUCH 500/CS,I,*MAIN,Main Warehouse,CS,,0,0,1.167,9,0,0,9,0,9,59.7735,537.96,N,,,0,0,,0,(No Supplier Assigned),0,8/12/2025,215729,7/7/2010,3/3/2026,Y,0.0333,N,0,0,109711,1,10322,
DC-280101-EA,GALLON JUGS 48 PER BAG,,I,*MAIN,Main Warehouse,CS,,0.8166,0.8166,3.2664,1,0,0,1,0,1,39.95,39.95,N,,,0,0,,0,(No Supplier Assigned),0,11/4/2024,215323,7/15/2010,3/4/2026,Y,0.0056,N,0,0,109716,1,10091,
DC-300783-EA,STANDARD LIDS FOR GALLON JUGS,48/CS  #280101,I,*MAIN,Main Warehouse,CS,,0.8001,0.8001,8.001,2252,0,0,2252,0,2252,94.53,212881.56,N,,,0,0,,0,(No Supplier Assigned),0,12/19/2023,214868,7/15/2010,9/12/2024,Y,0,N,0,0,109717,1,10091,
ID-CSR00020-CS,CARPET ENZYME SPOT REMOVER,12/1QT/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,2,0,0,2,0,2,45.57,91.14,N,,,0,0,,0,(No Supplier Assigned),0,11/11/2025,215864,,,N,0,N,0,0,109721,1,10306,
ID-RNB20MBK-CS,BLACK NAPKIN BAND 1-1/2X4-1/4,"20,000/PER CASE",I,*MAIN,Main Warehouse,CS,7,0,0,2.532,4,0,0,4,0,4,86.0001,344,N,,,0,0,,0,(No Supplier Assigned),0,3/13/2025,215488,7/22/2010,4/9/2025,Y,0,N,0,0,109724,1,10306,
ID-19070DT-CS,"2-1/4"" X200' THERMAL PAPER(",50/CS,I,*MAIN,Main Warehouse,CS,7,0,0,2,1,0,0,1,0,1,79.06,79.06,N,,,0,0,,0,(No Supplier Assigned),0,9/18/2025,215783,8/4/2010,9/19/2025,Y,0,N,0,0,109734,1,10306,
ID-00841-CS,"FOOD SERVICE WRAP 14""W X 16"" L",SILVER SHEET 2/500/CS 300841,I,*MAIN,Main Warehouse,CS,7,0,0,0,0,0,0,0,0,0,34.87,0,N,,,0,0,,0,(No Supplier Assigned),0,12/21/2022,214342,10/14/2010,4/29/2025,Y,0,N,0,0,109735,1,10306,
ID-10FTL-CS,LIFT N' LOCK LID 10/100'S,FOR 10J10 *10UL*,I,*MAIN,Main Warehouse,CS,2,1,1,1,2,0,0,2,0,2,32.29,64.58,N,,,0,0,,0,(No Supplier Assigned),0,6/17/2024,215113-1,8/18/2010,12/23/2025,N,0.0056,N,0,0,109745,1,10306,
ID-VBLH243110-CS,24x31 1MIL BLACK CANLINER,500/CS (10 GALLON),I,*MAIN,Main Warehouse,CS,5,0,0,3.222,1,1,0,0,2,-2,38.76,38.76,Y,8/1/2025,215720,15,46.19,,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,15,3/30/2026,216059,10/7/2011,4/10/2026,Y,0.1056,N,0,0,109787,1,10306,
TYCVLH4348-16N,43X48 16MIC NATURAL  CANLINER,200/CS,I,*MAIN,Main Warehouse,CS,5,2,2,8,6,0,0,6,0,6,21.61,129.66,N,,,0,0,,0,(No Supplier Assigned),0,7/18/2022,214084,5/27/2011,4/18/2024,Y,0,N,0,0,109788,1,10432,
CF-2433-06N-CS,24X33 6 MIC NATURAL,1000/CS (12-16 GALLON),I,*MAIN,Main Warehouse,CS,5,0.6394,0.2502,1.112,1,0,0,1,0,1,26.08,26.08,N,,,0,0,,0,(No Supplier Assigned),0,4/9/2025,215535,11/30/2010,10/27/2025,Y,0.0056,N,0,0,109800,1,10432,
DP-602-BX,FRENCH FRY BAG 3.5 X 4.5,1000/CS,I,*MAIN,Main Warehouse,BX,6,0,0,0.6,22,0,0,22,0,22,7.387,162.51,N,,,0,0,,0,(No Supplier Assigned),0,10/27/2022,214249,11/3/2010,3/4/2026,Y,0.0111,N,0,0,109802,1,10306,
PE-WD PALLET-EA,48X40 1A PALLET,,N,*MAIN,Main Warehouse,EA,B,0,0,8.166,64,0,0,64,0,64,9,576,N,,,0,0,,0,(No Supplier Assigned),0,8/25/2025,215746,12/23/2010,4/14/2026,Y,0.2667,N,0,0,109827,1,10314,
26X18X16-44ECT,CORRUGATED BOX 26X18X16,,I,*MAIN,Main Warehouse,EA,,10,10,27,1950,0,0,1950,0,1950,1.9696,3840.72,N,,,0,0,,0,(No Supplier Assigned),0,3/27/2013,204927,3/9/2011,1/20/2026,Y,0.1111,N,0,0,109853,1,10098,
HFA-31730-CS,1LB LOAF PAN 200/CS,,I,*MAIN,Main Warehouse,CS,7,0.0168,0,0,1,0,0,1,0,1,35.36,35.36,N,,,0,0,,0,(No Supplier Assigned),0,8/3/2015,208721-3,8/2/2011,9/12/2025,Y,0,N,0,0,109856,1,10137,
LC-1FG-PL2233-CS,"16.375"" X 17"" PAN LINER",QUILLON SHEETS 1000/CS,I,*MAIN,Main Warehouse,CS,5,136.4588,27.2918,127.3615,146,0,0,146,25,121,29.84,4356.64,Y,3/5/2025,215483,100,29.84,,LITTLE,"LITTLE AND CO., INC.",100,4/9/2026,216077,5/18/2011,4/14/2026,Y,3.8056,N,0,0,109871,1,10272,
DP-065005-BX,"4"" WHITE PAPER WIRE TIE 1/8""",WIDTH 2000/BX,I,*MAIN,Main Warehouse,BX,4,0,0,0.5328,4,0,0,4,0,4,33.5086,134.03,N,,,0,0,,0,(No Supplier Assigned),0,8/20/2024,215228,8/4/2011,8/20/2024,Y,0,N,0,0,109945,1,10306,
AM-PG415-1-2-CS,"1/2""X60YD MASKING TAPE 72/CS",,I,*MAIN,Main Warehouse,CS,TAPE,0,0,1,0,0,0,0,0,0,43.2,0,N,,,0,0,,0,(No Supplier Assigned),0,4/16/2013,204972,9/15/2011,2/24/2016,Y,0,N,0,0,109957,1,10306,
ID-R815-BX,"4.5"" WOODEN SKEWER 1000/BX",,I,*MAIN,Main Warehouse,BX,6,0,0,0.4668,11,0,0,11,0,11,5.558,61.14,N,,,0,0,,0,(No Supplier Assigned),0,12/23/2024,215381,9/15/2011,4/9/2026,Y,0.0111,N,0,0,109959,1,10306,
US-B800 W N-CS,8X800 FT NOTCHED ROLL TOWEL,WHITE 6/CS,I,*MAIN,Main Warehouse,CS,7,0,0,1,7,0,0,7,0,7,25.67,179.69,N,,,0,0,,0,(No Supplier Assigned),0,12/1/2021,213729,10/25/2011,5/16/2022,Y,0,N,0,0,110008,1,10221,
ID-12J16H-CS,12oz HORIZON FOAM CUP,DART 1000/CS,I,*MAIN,Main Warehouse,CS,F,0,0,0,0,0,0,0,0,0,55.27,0,Y,4/1/2025,215524,1,55.27,,DADEP100,DADE PAPER,1,4/3/2025,215530,11/10/2011,4/4/2025,Y,0,N,0,0,110018,1,10306,
ID-WCS75-CS,"7.5"" WOODEN COFFEE STIRRER",10/500/CS,I,*MAIN,Main Warehouse,CS,6,0,0,0,0,0,0,0,0,0,30.64,0,N,,,0,0,,0,(No Supplier Assigned),0,3/30/2026,216059,1/18/2012,3/26/2026,Y,0.0222,N,0,0,110054,1,10306,
ID-178040-CS,WETNAP PACK 10/100,,I,*MAIN,Main Warehouse,CS,6,0,0,0.222,3,0,0,3,0,3,11.1198,33.36,N,,,0,0,,0,(No Supplier Assigned),0,4/18/2024,215043,2/3/2012,3/27/2024,Y,0,N,0,0,110059,1,10306,
ID-BA10-CS,"10"" BAMBOO SKEWERS 10/100",,I,*MAIN,Main Warehouse,CS,6,0,0,0,57,0,0,57,0,57,6.165,351.41,N,,,0,0,,0,(No Supplier Assigned),0,3/23/2022,213901,2/10/2012,3/11/2026,Y,0.0056,N,0,0,110063,1,10306,
NB-3940-CS,PP HVY WT WHITE FORK 1000/CS,,I,*MAIN,Main Warehouse,CS,7,6.0413,1.2083,5.6385,14,2,0,12,0,12,15.4538,216.35,N,,,0,0,,0,(No Supplier Assigned),0,1/2/2026,215922,5/4/2012,4/15/2026,Y,0.1667,N,0,0,110082,1,10304,
NB-3942-CS,PP HVY WT WHITE SPOON 1000/CS,,I,*MAIN,Main Warehouse,CS,7,2.2913,0.4583,2.1385,22,0,0,22,0,22,14.8913,327.61,N,,,0,0,,0,(No Supplier Assigned),0,9/4/2025,215735,5/4/2012,2/27/2026,Y,0.0889,N,0,0,110083,1,10304,
NB-3941-CS,PP HVY WT WHITE KNIFE 1000/CS,,I,*MAIN,Main Warehouse,CS,7,1.665,0.333,1.554,29,0,0,29,0,29,14.2798,414.11,N,,,0,0,,0,(No Supplier Assigned),0,2/25/2025,215456,5/22/2012,3/3/2026,Y,0.05,N,0,0,110084,1,10304,
NB-3697-CS,CUTLERY COMBO EX HEAVY BLK,F/K/N/S&P 250/CS,I,*MAIN,Main Warehouse,CS,7,31.668,15,120,19,0,0,19,0,19,20.52,389.88,N,,,0,0,,0,(No Supplier Assigned),0,1/2/2026,215922,4/10/2012,4/15/2026,N,0.5222,N,0,0,110085,1,10304,
ID-LAM13-CS,"10"" 3-COMP DOUBLE LAMINATED",500/CS,I,*MAIN,Main Warehouse,CS,2,0,0,0,0,0,0,0,0,0,51.76,0,N,,,0,0,,0,(No Supplier Assigned),0,11/20/2023,214826,4/20/2012,11/20/2024,Y,0,N,0,0,110090,1,10306,
ID-117-001-EA,SANTIMINE SANITIZER TABLETS,BOTTLE 6/150 PER CASE,I,*MAIN,Main Warehouse,EA,6,0,0,2.4,6,0,0,6,0,6,7.0133,42.08,N,,,0,0,,0,(No Supplier Assigned),0,2/5/2026,215977,10/30/2012,3/23/2026,Y,0.2056,N,0,0,110165,1,10306,
LD-3799A-CS,14x24 4MIL ZIPPER BAG,250/CS,I,*MAIN,Main Warehouse,CS,3B,0.084,0,0,1,0,0,1,0,1,59.93,59.93,N,,,0,0,,0,(No Supplier Assigned),0,2/18/2026,215989,10/24/2012,2/17/2026,Y,0.0056,N,0,0,110189,1,10136,
ID-GNP-SN270-CS,13x10x3 FOOD CONTAINER VENTED,CONTAINER GENPAK 200/CS,I,*MAIN,Main Warehouse,CS,2,0,0,0.4668,1,0,0,1,0,1,69.45,69.45,Y,4/1/2025,215524,1,69.45,,DADEP100,DADE PAPER,1,3/31/2026,216065,11/8/2012,3/31/2026,Y,0.0278,N,0,0,110197,1,10306,
ID-TORK290088-CS,290088 TORK KRAFT ROLL TOWEL,6/700',I,*MAIN,Main Warehouse,CS,6,0.3305,0.1751,0.4668,13,0,0,13,0,13,44.37,576.81,N,,,0,0,,0,(No Supplier Assigned),0,4/6/2026,216070,1/24/2013,3/19/2026,Y,0.0556,N,0,0,110218,1,10306,
ID-57446-CS,P&G DAWN POT N PAN SOAP PROF,CLOSED LOOP 4/1G,I,*MAIN,Main Warehouse,CS,3,0,0,0.472,2,0,0,2,1,1,82.87,165.74,Y,5/28/2025,215623-1,3,71.76,,DADEP100,DADE PAPER,3,4/9/2026,216072,1/25/2013,4/10/2026,Y,0.1167,N,0,0,110235,1,10306,
ID-02788-CS,4 CUP DRINK CARRIER 250/CS,,I,*MAIN,Main Warehouse,CS,7,1,1,4,0,0,0,0,0,0,84.8,0,N,,,0,0,,0,(No Supplier Assigned),0,3/11/2026,216037,2/19/2013,3/11/2026,Y,0.0167,N,0,0,110236,1,10306,
IT-K7450-CS,"3""X450' NATURAL REINFORCED GUM",TAPE 10/CS,I,*MAIN,Main Warehouse,CS,TAPE,0.9531,0.4085,1.167,22,0,0,22,0,22,66.84,1470.48,N,,,0,0,,0,(No Supplier Assigned),0,3/5/2021,213264,3/8/2013,4/9/2026,Y,0.0222,N,0,0,110244,1,10125,
HW-EZ-8N-BX,8X10-3/4 INTERFOLD DELI PAPER,12/500,I,*MAIN,Main Warehouse,BX,7,0,0,3.33,167,0,0,167,0,167,2.4747,413.27,N,,,0,0,,0,(No Supplier Assigned),0,7/6/2015,208648,3/6/2013,3/3/2026,Y,0.0278,N,0,0,110247,1,10424,
ID-VB1010-BX,10x10-3/4 INTERFOLD DELI PAPER,12/500,I,*MAIN,Main Warehouse,BX,7,0,0,42.22,16,0,0,16,2,14,5.0175,80.28,N,,,0,0,,0,(No Supplier Assigned),0,4/6/2026,216069,5/15/2013,4/15/2026,Y,0.3944,N,0,0,110248,1,10306,
HW-EZ12-BX,12X10-3/4 INTERFOLD DELI PAPER,12/500,I,*MAIN,Main Warehouse,BX,7,0,0,8.33,194,0,0,194,12,182,3.5259,684.02,N,,,0,0,,0,(No Supplier Assigned),0,5/26/2020,212893,4/30/2013,10/14/2025,Y,0,N,0,0,110249,1,10424,
PF-#9P-WHT-CS,#9 PROCESSOR FOAM TRAY WHITE,200/CS,I,*MAIN,Main Warehouse,CS,B,0,0,34,191,0,0,191,0,191,15.75,3008.25,N,,,0,0,,0,(No Supplier Assigned),0,7/17/2015,208647,4/24/2013,10/9/2024,Y,0,N,0,0,110258,1,10454,
HD-SPA9756-EA,SPARTAN FOAM SOAP DISPENSER,1000ML WHITE,I,*MAIN,Main Warehouse,EA,4,0,0,1,3,0,0,3,0,3,13.9308,41.79,N,,,0,0,,0,(No Supplier Assigned),0,12/26/2023,214859-1,4/16/2013,9/30/2021,Y,0,N,0,0,110271,1,10432,
AM-SPA3151-04-CS,PEARLUX HAND/HAIR/BODY SOAP,FOAM 4/1GAL,I,*MAIN,Main Warehouse,CS,4,3.0392,3,2,0.5,0,0,0.5,0,0.5,44.8,22.4,N,,,0,0,,0,(No Supplier Assigned),0,1/28/2020,212730,4/16/2013,9/17/2025,Y,0,N,0,0,110272,1,10432,
EX-28X18X16DW-EA,28X18X16 RSC48ECT DW KRT/PLAIN,CORR BOX 15/BDL,I,*MAIN,Main Warehouse,EA,A-2,1.2503,1.2503,5.001,434,0,0,434,0,434,2.56,1111.04,N,,,0,0,,0,(No Supplier Assigned),0,4/19/2013,205041,4/24/2013,3/25/2026,Y,0.0556,N,0,0,110281,1,10098,
ID-VB2433-08N-CS,24X33 8 MIC NATURAL,1000/CS (13-16 GALLON),I,*MAIN,Main Warehouse,CS,,1.0224,0.4001,2.667,-2,0,0,-2,0,-2,34.36,-68.72,Y,9/4/2025,215764,5,34.36,,DADEP100,DADE PAPER,5,3/20/2026,216054,5/17/2016,4/10/2026,Y,0.2278,N,0,0,110285,1,10432,
HD-REN21512-CS,24X32 .45MIL WHITE,500/CS (10 GALLON),I,*MAIN,Main Warehouse,CS,5,2.5553,0.9999,6.666,0,0,0,0,0,0,53.89,0,Y,10/21/2025,215834,7,30.21,,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,7,3/17/2026,216034,5/29/2013,3/9/2026,Y,0.1278,N,0,0,110290,1,10432,
ID-VBLH303675W-C,30X36 .75 MIL WHT CANLINER,(15-20 GALLON),I,*MAIN,Main Warehouse,CS,5,1.2777,0.5,3.333,0,0,0,0,1,-1,50,0,Y,7/17/2025,215695,4,26.29,,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,4,4/10/2026,216076,4/24/2013,4/16/2026,Y,0.0944,N,0,0,110291,1,10306,
TYCVLR3037-100B,30X37 1.0 MIL BLK CANLINER,(15-20 GALLON) 200/CS,I,*MAIN,Main Warehouse,CS,5,1.1169,1,6,0,0,0,0,0,0,38.9267,0,N,,,0,0,,0,(No Supplier Assigned),0,7/3/2023,214626,5/16/2013,7/15/2025,Y,0,N,0,0,110292,1,10432,
CF-3340-150B-CS,33X40 1.5 MIL BLACK,100/CS (15-20 GALLON),I,*MAIN,Main Warehouse,CS,5,0,0,29.166,84,0,0,84,0,84,17.69,1485.96,N,,,0,0,,0,(No Supplier Assigned),0,12/17/2025,215904,7/3/2013,2/26/2026,Y,0.5111,N,0,0,110293,1,10649,
HD-REN23314-CS,33X39 .74 MIL WHITE,150/CS (15-20 GALLON),I,*MAIN,Main Warehouse,CS,5,0.0392,0,2,-3,0,0,-3,0,-3,20.946,-62.84,N,,,0,0,,0,(No Supplier Assigned),0,2/25/2025,215466,6/25/2013,3/5/2026,Y,0.0556,N,0,0,110294,1,10432,
CF-3860-150B-CS,38X60 1.5 MIL BLACK CANLINER,100/CS,I,*MAIN,Main Warehouse,CS,5,0,0,55.668,181,1,0,180,13,167,28.7439,5202.65,N,,,0,0,,0,(No Supplier Assigned),0,4/17/2026,216050,4/25/2013,4/15/2026,Y,3.1833,N,0,0,110297,1,10649,
HD-REN24512-CS,40X46 .74 MIL  WHITE,100/CS (35-40 GALLON),I,*MAIN,Main Warehouse,CS,5,0,0,2,1,0,0,1,1,0,14.25,14.25,N,,,0,0,,0,(No Supplier Assigned),0,10/20/2020,213116-2,6/3/2013,1/15/2025,Y,0,N,0,0,110299,1,10432,
LD-001345-CS,4X2X8 1MIL POLY BAG,1000/CS,I,*MAIN,Main Warehouse,CS,5,0.9324,0.2664,0.5328,3,0,0,3,0,3,7.8083,23.42,N,,,0,0,,0,(No Supplier Assigned),0,7/10/2025,215666,8/8/2013,1/9/2026,Y,0.0167,N,0,0,110311,1,10136,
CF-3860-17N,38x60 17 MIC NATURAL CANLINER,200/CS,I,*MAIN,Main Warehouse,CS,5,0,0,4.167,19,0,0,19,0,19,30.1642,573.12,N,,,0,0,,0,(No Supplier Assigned),0,3/13/2026,216024,6/13/2013,4/15/2026,Y,0.1611,N,0,0,110329,1,10649,
TYCVLH4048-16N,40X48 16MIC CANLINER,250/CS,I,*MAIN,Main Warehouse,CS,5,0.3445,0.1499,0.999,1,0,0,1,0,1,34.42,34.42,N,,,0,0,,0,(No Supplier Assigned),0,4/4/2025,215522,5/31/2013,2/3/2026,Y,0,N,0,0,110330,1,10432,
HD-REN05150-EA,JRT TWIN TOILET TISSUE DISPENS,BLACK,I,*MAIN,Main Warehouse,EA,4,0.7671,0.3002,2.001,0,0,0,0,0,0,10.7213,0,N,,,0,0,,0,(No Supplier Assigned),0,8/25/2025,215753,5/14/2013,8/13/2025,Y,0,N,0,0,110349,1,10432,
ID-SPA9757-EA,SPARTAN FOAM SOAP BLK DISP,LITE N FOAMY,I,*MAIN,Main Warehouse,EA,4,0,0,38.334,-44,3,0,-47,0,-47,12.2593,-539.41,Y,11/26/2025,215894,100,12.25,,DADEP100,DADE PAPER,140,12/11/2025,215890-3,5/14/2013,2/26/2026,Y,1.2056,N,0,0,110350,1,10306,
HD-ECI9-2JRT-CS,"9"" 2-PLY JR JUMBO TISSUE 12/CS","3.35""X1000' LEED CERTIFIED",I,*MAIN,Main Warehouse,CS,7,10.2856,4.0248,26.832,-20,0,0,-20,0,-20,21.74,-434.8,N,,,0,0,,0,(No Supplier Assigned),0,6/13/2025,215636,5/14/2013,3/26/2026,Y,0.1111,N,0,0,110353,1,10432,
ID-624.FOIL-RL,624 18X500 HVY WT ALUM FOIL,,I,*MAIN,Main Warehouse,RL,6,0,0,3.7332,33,0,0,33,20,13,32.5135,1072.95,Y,11/26/2025,215894,5,32.81,,DADEP100,DADE PAPER,5,4/9/2026,216074,6/6/2013,4/15/2026,Y,0.3722,N,0,0,110362,1,10306,
ID-325208-BX,7.75'' WRAP TRANS STRAW,24/500,I,*MAIN,Main Warehouse,BX,7,0,0,10.1328,7,0,0,7,0,7,3.8761,27.13,Y,10/23/2025,215838,48,3.2008,,RJSCH100,RJ SCHINNER,48,3/4/2026,216027,5/16/2013,4/15/2026,Y,0.6833,N,0,0,110369,1,10306,
SP-JUMBOSACK-CS,"18X8X32 ""THANK YOU"" T-SACK",JUMBO,I,*MAIN,Main Warehouse,CS,5,0,0,2.4896,-1,0,0,-1,0,-1,32.46,-32.46,Y,8/27/2025,215758-1,1,36.11,,DADEP100,DADE PAPER,1,11/20/2025,215877,5/16/2013,3/11/2026,Y,0.0167,N,0,0,110370,1,10306,
ID-VBCP2609-CS,CENTERPULL TOWEL 2 PLY 8X600,7.6X9  SHEETS 6/CS,I,*MAIN,Main Warehouse,CS,6,0,0,8.667,11,0,0,11,0,11,20.64,227.04,Y,9/4/2025,215764,15,20.64,,DADEP100,DADE PAPER,15,3/17/2026,216044,5/22/2013,4/15/2026,Y,0.3167,N,0,0,110378,1,10306,
HD-ECIB-800-6-CS,RENOWN ROLL TOWEL WHITE,6X8006/CS,I,*MAIN,Main Warehouse,CS,6,11.1669,10,60,41,0,0,41,0,41,36.06,1478.46,N,,,0,0,,0,(No Supplier Assigned),0,2/21/2025,215459,6/10/2013,10/14/2025,N,0,N,0,0,110383,1,10432,
ID-1029WHT-CS,19X14X4 1/2 SHT CAKE BOX,50/CS,I,*MAIN,Main Warehouse,CS,,0,0,3.2004,0,0,0,0,0,0,60.02,0,N,,,0,0,,0,(No Supplier Assigned),0,7/3/2025,215669,6/17/2013,12/29/2025,Y,0.0222,N,0,0,110406,1,10306,
ID-973BOX-CS,10X10X4 LC BAKERY BOX 100/CS,,I,*MAIN,Main Warehouse,CS,,0,0,0.4668,2,0,0,2,0,2,43.43,86.86,N,,,0,0,,0,(No Supplier Assigned),0,5/27/2025,215612,6/28/2013,6/12/2025,Y,0,N,0,0,110407,1,10306,
HD-REN02017-CS,"19"" BLACK STRIP PAD   5/CS",,I,*MAIN,Main Warehouse,CS,,0.5106,0.1998,1.332,-1,0,0,-1,0,-1,17.38,-17.38,N,,,0,0,,0,(No Supplier Assigned),0,3/11/2026,216036,6/21/2013,3/17/2026,Y,0.0444,N,0,0,110410,1,10432,
ID-110292A-CS,110292A TORK ADVANCED T/TISSUE,36/CS  348146,I,*MAIN,Main Warehouse,CS,6,0,0,1.7328,17,0,0,17,0,17,61.63,1047.71,Y,2/27/2025,215473-1,10,61.63,,DADEP100,DADE PAPER,10,4/17/2026,216087,7/25/2013,4/15/2026,Y,0.4444,N,0,0,110420,1,10306,
EP-10G-128030-CS,12X8X30  POLY BAG 1.0 MIL,500/CS,I,*MAIN,Main Warehouse,CS,5,0,0,1.0668,0,0,0,0,0,0,41.33,0,N,,,0,0,,0,(No Supplier Assigned),0,8/15/2024,215223,6/21/2013,8/20/2025,Y,0,N,0,0,110423,1,10322,
LD-20X30CS,20X30 BAG CLEAR 3MIL,250/CS,I,*MAIN,Main Warehouse,CS,5,0.4829,0.1499,1.998,1,0,0,1,0,1,62.02,62.02,N,,,0,0,,0,(No Supplier Assigned),0,4/8/2026,216002,4/21/2017,3/24/2026,Y,0.0167,N,0,0,110424,1,10136,
